annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2016-2017;614980;NC;CUVILLIER;Mike;M;1998-06-08;FR;22220;Minihy-Tréguier;France;Non boursier;En Terminale;T482533992U;Lycée à classe postbac;Lycée Joseph Savina;Tréguier;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2016-2017;614895;NC;PHILIPPON;Christian;M;1998-01-08;FR;22220;Trédarzec;France;Boursier du secondaire;En Terminale;M787471182D;Lycée à classe postbac;Lycée Joseph Savina;Tréguier;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;614889;NCF;THEBAULT;Blondie;F;1998-10-09;FR;22610;Kerbors;France;Non boursier;En Terminale;I558334353K;Lycée à classe postbac;Lycée Joseph Savina;Tréguier;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;591654;231;BARANGER;Alphonse;M;1998-05-20;FR;14670;Saint-Pair;France;Non boursier;En Terminale;G176593001E;Lycée à classe postbac;Lycée Salvador Allende;Hérouville-Saint-Clair;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2016-2017;591621;NC;HAMELIN;Theirn;M;1998-07-25;FR;14200;Hérouville-Saint-Clair;France;Non boursier;En Terminale;F370443853K;Lycée à classe postbac;Lycée Salvador Allende;Hérouville-Saint-Clair;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;778732;NCF;MARIETTE;Antoine;M;1997-03-23;FR;14840;Démouville;France;Non boursier;En Terminale;C474143874J;Lycée sans classe postbac;Lycée Expérimental;Hérouville-Saint-Clair;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;1080505;NC;VERDIER;Wade;M;1996-04-12;FR;14220;Boulon;France;Non boursier;Non scolarisé;C955742824F;Université;Université de Caen Normandie;Caen;14;France;1ère année d'études supérieures;Licences;;;;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);Admis sans mention;07/2015   
2016-2017;1014355;NCF;CARTON;Kerenza;F;1993-03-19;FR;14000;Caen;France;Non boursier;Scolarisé dans le supérieur en France;J747319642W;Université;Université de Caen Normandie;Caen;14;France;3ème année d'études supérieures;Licences;Licence - Arts-lettres-langues;;Arts du spectacle;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis sans mention;07/2012   
2016-2017;1001789;NC;TRICOT;Sinclair;M;1997-11-26;FR;61300;Saint-Sulpice-sur-Risle;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;C711282711Q;Université;Université de Caen Normandie;Caen;14;France;1ère année d'études supérieures;Licences;Licence - Droit-économie-gestion;;Droit;;;Bac français obtenu;Economique et social;;Mathématiques;Admis mention Assez Bien;07/2015   
2016-2017;1181296;NCF;MICHAUX;Theirn;M;1995-12-06;FR;14570;Clécy;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;S497734973G;Université;Université de Caen Normandie;Caen;14;France;1ère année d'études supérieures;Licences;Licence - Droit-économie-gestion;;Economie et gestion;;;Bac français obtenu;Economique et social;;Economie approfondie;Admis sans mention;07/2014   
2016-2017;332317;202;BONNEFOY;Mireille;F;1999-01-22;FR;14280;Saint-Contest;France;Non boursier;En Terminale;J514825415J;Lycée à classe postbac;Lycée Jeanne D'Arc;Caen;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;659034;;QUINTIN;Urban;M;2000-05-03;FR;22290;Lanvollon;France;Non;En Terminale;Q621058940H;Lycée à classe postbac;Lycée Chaptal;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;493823;;FOURCADE;Jamison;M;2001-01-15;FR;50300;Vains;France;Oui;En Terminale;K068763096V;Lycée à classe postbac;Lycée Emile Littré;Avranches;50;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;575648;51;BIDAULT;Precious;M;1997-10-19;FR;37380;Saint-Laurent-en-Gâtines;France;Non boursier;En Terminale;W455581482O;Lycée à classe postbac;Lycée Jacques De Vaucanson;Tours;37;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2016-2017;437752;NC;PICOT;Spike;M;1998-05-04;FR;37000;Tours;France;Non boursier;En Terminale;V317217216R;Lycée à classe postbac;Lycée Paul-Louis Courier;Tours;37;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;371610;32;SAUTRON;Erle;M;1998-04-11;FR;12100;Millau;France;Non boursier;En Terminale;L862528222L;Lycée à classe postbac;Lycée Jean Vigo;Millau;12;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;318642;NP;PASQUET;Gosse;M;1998-02-19;FR;14100;Lisieux;France;Non boursier;En Terminale;G656745144F;Lycée sans classe postbac;Lycée Marcel Gambier;Lisieux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;318536;NP;ESNAULT;Kodey;M;1995-10-12;FR;14140;Fervaques;France;Non boursier;En Terminale;R521354550M;Lycée sans classe postbac;Lycée Marcel Gambier;Lisieux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;337370;NC;LABORDE;Thad;M;1998-08-03;FR;14140;Sainte-Marguerite-de-Viette;France;Non boursier;En Terminale;P326987483T;Lycée à classe postbac;Lycée Paul Cornu;Lisieux;14;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;357904;NCF;PAOLI;Adalbert;M;1997-11-19;FR;14123;Cormelles-le-Royal;France;Non boursier;En Terminale;E264578305C;Lycée à classe postbac;Lycée Augustin Fresnel;Caen;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Italien;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;624173;52;BROSSE;Vi;F;1998-04-11;FR;14280;Saint-Contest;France;Non boursier;En Terminale;Z482985395P;Lycée à classe postbac;Lycée Sainte Ursule;Caen;14;France;Terminale;Terminale;STMG;;Systèmes d'information et de gestion;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Systèmes d'information et de gestion;;
2016-2017;643563;NC;DUBOST;Dillon;M;1998-07-28;FR;14550;Blainville-sur-Orne;France;Boursier du secondaire;En Terminale;Y651168263G;Lycée à classe postbac;Lycée Jules Dumont d'Urville;Caen;14;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;815636;NCF;DELARUE;Lydia;F;1998-12-14;FR;97650;M''tsangamouji;France;Boursier du secondaire;En Terminale;C475305212H;Lycée sans classe postbac;Lycée professionnel De Kahani;Kahani;976;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2016-2017;472942;166;PICHOT;George;M;1998-12-24;FR;50160;Saint-Amand;France;Non boursier;En Terminale;M070797539R;Lycée à classe postbac;Lycée Le Verrier;Saint-Lô;50;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;643539;RHD;GUILLOU;Lawrence;M;1998-10-06;FR;14670;Troarn;France;Non boursier;En Terminale;L577457429V;Lycée à classe postbac;Lycée Jules Dumont d'Urville;Caen;14;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;1134051;196;GILET;Marquis;M;1997-03-07;FR;50240;Saint-Aubin-de-Terregatte;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;U357875430P;Lycée à classe postbac;Lycée Jules Dumont d'Urville;Caen;14;France;1ère année d'études supérieures;CPGE;Classe préparatoire scientifique;;PTSI;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;Admis sans mention;07/2015   
2016-2017;643470;49;MASSE;Lanford;M;1998-10-02;FR;14310;Tournay-sur-Odon;France;Non boursier;En Terminale;K642114691U;Lycée à classe postbac;Lycée Jules Dumont d'Urville;Caen;14;France;Terminale;Terminale;STI2D;;Innovation Technologique et Eco conception;Anglais;;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Innovation Technologique et Eco conception;;
2016-2017;736296;NP;JOUAN;Bud;M;1997-07-10;FR;14120;Mondeville;France;Non boursier;En Terminale;C660708341V;Lycée à classe postbac;Lycée Sainte-Marie;Caen;14;France;Terminale;Terminale;STL;;Sciences Physiques et Chimiques en Laboratoire;Anglais;Espagnol;Bac en préparation;Sciences et technologie de laboratoire;;Sciences Physiques et Chimiques en Laboratoire;;
2016-2017;258878;260;BIRON;Darius;M;1998-01-06;FR;14220;Espins;France;Non boursier;En Terminale;S983780475L;Lycée à classe postbac;Lycée Malherbe;Caen;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;178345;NP;ROUGET;Harold;M;1998-10-17;FR;14930;Maltot;France;Non boursier;En Terminale;F430045836Y;Lycée à classe postbac;Lycée Charles-De-Gaulle;Caen;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;494234;NC;LAGADEC;Elliot;M;1998-05-05;FR;69380;Chazay-d'Azergues;France;Non boursier;En Terminale;I688945683M;Lycée sans classe postbac;Lycée Notre Dame De Bel Air;Tarare;69;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2016-2017;555359;NP;BOURDON;Bastien;M;1998-04-13;FR;14260;Saint-Pierre-du-Fresne;France;Non boursier;En Terminale;E877914250X;Lycée à classe postbac;Lycée Arcisse De Caumont;Bayeux;14;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;597040;NC;STEINER;Justin;M;1998-03-30;FR;14250;Ellon;France;Non boursier;En Terminale;L826746883T;Lycée sans classe postbac;Lycée Alain Chartier;Bayeux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Chinois;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;597081;NC;TEISSIER;Fiacre;M;1998-01-28;FR;14480;Le Fresne-Camilly;France;Non boursier;En Terminale;Q968578614K;Lycée sans classe postbac;Lycée Alain Chartier;Bayeux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;597042;NC;BORIE;Apollinaire;M;1998-11-01;FR;14400;Vaucelles;France;Non boursier;En Terminale;V453372276P;Lycée sans classe postbac;Lycée Alain Chartier;Bayeux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;597109;NP;BROSSARD;Headley;M;1998-02-23;FR;14710;Mandeville-en-Bessin;France;Non boursier;En Terminale;Z837941452X;Lycée sans classe postbac;Lycée Alain Chartier;Bayeux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;629839;213;RAVEL;Lalo;M;1998-06-05;FR;85600;La Guyonnière;France;Non boursier;En Terminale;M811164121M;Lycée à classe postbac;Lycée Jeanne D Arc ISLT;Montaigu;85;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;667655;54;ROUILLE;Terance;M;1998-10-02;FR;29680;Roscoff;France;Non boursier;En Terminale;Q122199045M;Lycée à classe postbac;Lycée N-D DU KREISKER;Saint-Pol-de-Léon;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;667533;NC;NATIVEL;Corey;M;1999-05-04;FR;29680;Roscoff;France;Non boursier;En Terminale;R249468362I;Lycée à classe postbac;Lycée N-D DU KREISKER;Saint-Pol-de-Léon;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;667694;NC;PELE;Rex;M;1998-01-14;FR;29250;Saint-Pol-de-Léon;France;Non boursier;En Terminale;I059726864J;Lycée à classe postbac;Lycée N-D DU KREISKER;Saint-Pol-de-Léon;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;667566;NC;MIQUEL;Adélaïde;F;1998-10-07;FR;29420;Plouénan;France;Non boursier;En Terminale;O897485328Y;Lycée à classe postbac;Lycée N-D DU KREISKER;Saint-Pol-de-Léon;29;France;Terminale;Terminale;STMG;;Mercatique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Mercatique;;
2016-2017;238905;NC;BORDET;Loyd;M;1998-11-11;FR;56340;Plouharnel;France;Non boursier;En Terminale;D161585528C;Lycée sans classe postbac;Lycée Ste Anne-St Louis;Sainte-Anne-d'Auray;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;238825;57;SCHWARTZ;Buddy;M;1998-08-22;FR;56390;Grand-Champ;France;Boursier du secondaire;En Terminale;L864110577L;Lycée sans classe postbac;Lycée Ste Anne-St Louis;Sainte-Anne-d'Auray;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;406136;NP;ALONSO;Renita;F;1998-01-15;FR;98890;Païta;France;Non boursier;En Terminale;L588724286T;Lycée à classe postbac;Lycée Du Grand Noumea;Dumbea;988;France;Terminale;Terminale;STMG;;Systèmes d'information et de gestion;Anglais;Espagnol;Bac français obtenu;Sciences et Technologies du Management et de la Gestion;;Systèmes d'information et de gestion;Admis mention Assez Bien;12/2015   
2017-2018;354017;ECF;LACHAUD;Cicely;F;1999-03-30;FR;14123;Cormelles-le-Royal;France;Non boursier;En Terminale;W716968085I;Lycée à classe postbac;Lycée Jean Rostand;Caen;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;316659;NC;ALIBERT;Placid;M;1998-11-17;FR;97500;Saint-pierre;France;Non boursier;En Terminale;R813136163F;Lycée sans classe postbac;Lycée Emile Letournel;Saint pierre;975;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
