prenom;moyenne;code_postal;niveau_etude;mention_bac
Luann;7.20;29800;Terminale;B
Cole;11.30;22600;Terminale;P
Teale;11.45;56120;Terminale;B
Dax;11.59;35520;Terminale;P
Lally;14.55;22170;Terminale;B
Garey;7.73;35230;Terminale;P
Oz;14.11;22590;Terminale;B
Jermaine;12.50;29470;Terminale;AB
Charlot;12.46;29900;Terminale;TB
Lowell;8.11;29470;Terminale;P
Erica;12.57;29800;Terminale;B
Russell;10.21;56140;Terminale;AB
Leyton;13.50;22930;Terminale;P
Kipling;14.07;22470;2nd année d'études supérieures;P
Arden;12.00;35140;Terminale;AB
Jeannot;13.55;44230;Terminale;AB
Xavior;9.61;56100;Terminale;AB
Gil;17.44;22730;Terminale;AB
Zacharie;16.32;35410;Terminale;AB
Denis;9.33;50620;Terminale;AB
Jake;10.75;56370;Terminale;P
Jimi;13.71;56680;Terminale;AB
Innocent;10.68;22410;Terminale;P
Christine;14.88;35230;Terminale;AB
Jonathon;13.54;35340;Terminale;AB
Uland;11.25;29800;Terminale;TB
Kay;10.36;35740;Terminale;AB
Jere;11.68;85170;Terminale;AB
Kodey;17.21;22410;Terminale;B
Corie;10.29;35700;Terminale;AB
Jonathon;14.96;29510;Terminale;B
Lucetta;17.02;85600;Terminale;TB
Forest;13.93;35760;Terminale;AB
Durward;10.36;29390;Terminale;AB
Careen;12.00;22810;1ère année d'études supérieures;AB
Marly;10.29;35310;Terminale;AB
Rhonda;8.30;35000;Terminale;AB
Thaddeus;18.64;22300;2nd année d'études supérieures;AB
Maynard;13.43;22120;Terminale;AB
Cole;11.29;22120;Terminale;P
Benjy;11.61;22600;Terminale;AB
Xerxes;12.44;22960;Terminale;P
Jamison;13.82;50300;Terminale;B
Kenith;12.77;35340;Terminale;AB
Hector;11.09;56800;Terminale;P
Dominic;13.04;22730;Terminale;B
Lloyd;11.50;35220;Terminale;AB
Van;16.36;29490;Terminale;P
Gladwyn;14.64;35500;Terminale;AB
Benson;13.29;22120;Terminale;AB
Maverick;12.79;35290;Terminale;AB
Pancras;14.25;29860;Terminale;AB
Jay;7.29;22190;Terminale;P
Toussaint;11.82;56260;Terminale;AB
Flip;15.07;56530;Terminale;B
Ike;14.43;35720;Terminale;B
Humphry;12.79;56230;Terminale;AB
Jerome;10.67;35132;Terminale;B
Lorin;15.70;35750;Terminale;B
Randall;14.71;49270;Terminale;P
Cleve;13.93;35360;Terminale;B
Beatrix;14.21;22300;Terminale;B
Moses;17.21;29400;Terminale;P
Estelle;9.86;29260;Terminale;AB
Beauregard;17.27;49300;1ère année d'études supérieures;P
Porter;14.18;22140;Terminale;AB
Terence;10.32;56130;Terminale;B
Telesphore;16.29;6650 ;Terminale;B
Egbert;15.54;22600;1ère année d'études supérieures;AB
Ern;9.95;56600;Terminale;B
Antony;12.47;22100;Terminale;P
Linton;11.02;35500;Terminale;B
Audrey;4.82;22300;Terminale;AB
Anson;15.11;35430;Terminale;B
Dudley;13.36;22100;Terminale;AB
Burt;11.29;22200;Terminale;P
Angie;11.39;56440;Terminale;AB
Jarvis;11.64;56700;Terminale;P
Shaun;16.14;22300;Terminale;B
Félicie;14.54;35750;Terminale;P
Irvine;12.86;35240;Terminale;AB
Wilfrid;11.71;35131;Terminale;AB
Bentley;13.32;22440;Terminale;B
Delroy;15.79;29380;Terminale;P
Montgomery;16.01;22820;Terminale;B
Joan;11.48;29460;Terminale;B
Edmund;11.96;35120;Terminale;P
Franck;10.25;35310;Terminale;AB
Topher;10.29;56240;Terminale;AB
Branden;13.31;29000;Terminale;AB
Kory;13.00;29850;Terminale;P
Kennith;15.43;22630;Terminale;AB
Dorthy;12.61;56300;Terminale;AB
Brice;11.19;72300;1ère année d'études supérieures;P
Donat;8.86;29000;Terminale;B
Marshal;16.25;22560;Terminale;B
Urban;15.11;22290;Terminale;B
Gwilherm;14.71;56920;Terminale;P
Rudy;12.57;22290;;P
Sly;13.36;35170;Terminale;P
Milo;13.50;35000;Terminale;B
Tybalt;14.71;22230;Terminale;AB
Arron;9.89;22120;Terminale;AB
Jarrett;9.93;44640;Terminale;AB
Philip;12.18;29100;Terminale;AB
Leroy;15.93;29600;Terminale;B
Royle;10.66;22000;Terminale;AB
Darden;14.88;29280;Terminale;P
Bret;12.07;61100;Terminale;AB
Chuck;11.24;22300;Terminale;AB
Brack;15.06;22400;Terminale;P
Chet;14.88;29800;Terminale;AB
Redd;8.20;22200;1ère année d'études supérieures;B
Daniel;16.35;22540;Terminale;AB
Clément;12.80;;Terminale;AB
Jon;13.25;56850;Terminale;AB
Kolby;3.00;14340;Terminale;P
Thelonius;8.70;29120;Terminale;B
Kristia;4.55;29520;Terminale;P
Leopold;12.90;50490;1ère année d'études supérieures;P
Lovell;5.30;29120;Terminale;B
Wymond;9.50;29200;1ère année d'études supérieures;B
Earnest;10.45;22480;Terminale;AB
Edwyn;6.95;29860;Terminale;AB
Kristopher;11.55;56950;Terminale;AB
Jonathan;10.85;31880;Terminale;AB
Zach;6.15;29800;Terminale;AB
Randolf;10.40;35230;Terminale;P
James;18.95;22290;1ère année d'études supérieures;B
Winton;16.55;22570;1ère année d'études supérieures;TB
Gervaise;14.15;22300;Terminale;B
Denzel;6.75;29000;Terminale;P
Maximilien;10.20;85540;Terminale;AB
Clayton;18.75;29150;1ère année d'études supérieures;AB
Morley;16.40;35500;Terminale;AB
Bertram;15.90;29200;Terminale;AB
Gratien;7.65;49000;Terminale;P
Xaviar;17.95;29200;Terminale;AB
Reena;7.05;29870;Terminale;P
Timothée;18.95;22110;Terminale;B
Gladwyn;9.35;22590;Terminale;B
Eliott;11.25;49460;Terminale;AB
Brent;7.40;35250;1ère année d'études supérieures;AB
Dayton;5.35;29200;Terminale;B
Gil;10.40;29710;Terminale;AB
Lockie;16.25;29490;Terminale;TB
Woodrow;9.45;35137;Terminale;AB
Driskoll;7.55;35720;Terminale;AB
Stanford;14.40;22170;Terminale;B
Upton;8.85;29750;Terminale;AB
Lalo;6.70;29290;Terminale;AB
Matthieu;19.15;22100;Terminale;AB
Marquis;12.35;22440;Terminale;AB
Deangelo;8.25;29720;1ère année d'études supérieures;AB
Zachary;6.70;22200;Terminale;AB
Dustin;11.15;35160;Terminale;AB
Phillip;15.95;35133;Terminale;B
Deemer;11.90;22600;Terminale;P
Elric;18.65;29233;1ère année d'études supérieures;TB
Lorne;15.80;29710;Terminale;AB
Quin;8.40;35400;Terminale;P
Diodore;10.15;29200;Terminale;P
Maverick;8.95;22550;Terminale;B
Rainier;9.70;41000;Terminale;B
Lally;9.50;22170;Terminale;B
Al;17.10;56240;1ère année d'études supérieures;P
Annie;17.30;35170;1ère année d'études supérieures;TB
Mason;9.70;29200;Terminale;P
Donnie;8.20;56870;Terminale;AB
Sylvain;9.70;29500;Terminale;B
Fabrice;11.10;29800;Terminale;AB
Perry;10.40;35000;1ère année d'études supérieures;AB
Gene;11.65;29250;Terminale;AB
Leyton;1.50;22930;Terminale;P
Kipling;7.00;22470;2nd année d'études supérieures;P
Hewie;9.90;56120;Terminale;B
Felicity;10.20;85170;Terminale;AB
Maurine;7.95;22000;Terminale;B
Kolby;11.10;14340;Terminale;P
Landon;13.15;29233;Terminale;B
Kristia;10.25;29520;Terminale;P
Everard;7.40;22300;Terminale;AB
Trent;14.15;22300;;
Everett;11.25;22940;Terminale;B
Armel;14.55;22590;Terminale;AB
Gervase;14.25;56400;1ère année d'études supérieures;P
Piers;11.55;22400;Terminale;AB
Shaw;11.50;35890;Terminale;AB
Wiley;6.40;35740;Terminale;AB
Constant;10.30;22150;Terminale;P
Alban;12.85;22300;1ère année d'études supérieures;AB
Jeffrey;17.75;29830;Terminale;AB
Edison;8.95;35000;Terminale;P
Jacob;4.45;35870;Terminale;AB
Amédée;9.10;29800;Terminale;B
Nathan;10.75;22700;Terminale;B
Guiscard;17.10;35170;Terminale;AB
Kimball;12.80;50600;Terminale;AB
Zach;9.25;29800;Terminale;AB
Deon;13.80;29800;Terminale;B
Lovel;12.10;35450;Terminale;AB
Randolf;15.25;35230;Terminale;P
Shelley;16.65;29840;Terminale;TB
Lucienne;9.70;56140;Terminale;B
Wilbur;16.30;35800;Terminale;AB
Johnie;11.45;22440;Terminale;B
Van;5.00;29490;Terminale;P
Tel;8.10;22950;Terminale;AB
Jeff;14.60;22400;Terminale;AB
Gratien;4.45;49000;Terminale;P
Dawson;18.70;35131;1ère année d'études supérieures;TB
Floyd;14.75;29590;1ère année d'études supérieures;P
Dayton;8.45;29200;Terminale;B
Xavier;11.45;29170;Terminale;P
Lorn;11.46;22100;Terminale;B
Ike;3.95;35720;Terminale;B
Vincent;6.50;35200;Terminale;B
Pete;13.55;22300;1ère année d'études supérieures;AB
Kole;9.30;29190;Terminale;B
Joël;11.50;22730;Année préparatoire aux études supérieures;AB
Layton;15.65;35350;Terminale;B
Michel;10.50;29850;Terminale;P
Jérémie;19.85;22300;Terminale;TB
Bennett;14.85;22120;Terminale;B
Beauregard;5.65;49300;1ère année d'études supérieures;P
Félix;12.10;29000;Terminale;AB
Marin;15.45;56240;Terminale;P
Major;14.60;56190;Terminale;AB
Telesphore;5.50;6650 ;Terminale;B
Lori;19.60;29650;2nd année d'études supérieures;B
Gore;11.70;22700;1ère année d'études supérieures;AB
Elea;18.80;22220;Terminale;TB
Linton;1.80;35500;Terminale;B
York;13.85;56250;Terminale;P
Upton;15.15;29750;Terminale;AB
Félicie;4.00;35750;Terminale;P
Nicodème;8.60;22750;Terminale;AB
Michel;11.60;22300;Terminale;B
Deangelo;7.05;29720;1ère année d'études supérieures;AB
Zachary;15.10;22200;Terminale;AB
Montgomery;11.95;22820;Terminale;B
Justin;16.25;22120;Terminale;AB
Joscelin;6.65;29250;Terminale;P
Booker;18.40;56300;Terminale;P
Vinnie;6.75;35730;Terminale;AB
Quin;10.90;35400;Terminale;P
Brice;3.55;72300;1ère année d'études supérieures;P
Lanford;9.00;56440;1ère année d'études supérieures;B
Marion;9.70;35131;Terminale;AB
Odell;14.70;29170;Terminale;TB
Lorn;15.35;29000;Terminale;AB
Louie;10.15;35170;1ère année d'études supérieures;AB
Luann;5.05;29800;Terminale;B
Cole;7.90;22600;Terminale;P
Teale;9.15;56120;Terminale;B
Dax;9.15;35520;Terminale;P
Lally;11.35;22170;Terminale;B
Garey;6.50;35230;Terminale;P
Oz;17.10;22590;Terminale;B
Jermaine;12.00;29470;Terminale;AB
Charlot;10.45;29900;Terminale;TB
Lowell;8.25;29470;Terminale;P
Sébastienne;2.60;22250;Terminale;TB
Erica;4.95;29800;Terminale;B
Russell;7.45;56140;Terminale;AB
Leyton;13.90;22930;Terminale;P
Kipling;10.40;22470;2nd année d'études supérieures;P
Arden;11.80;35140;Terminale;AB
Jeannot;14.30;44230;Terminale;AB
Xavior;6.15;56100;Terminale;AB
Gil;15.85;22730;Terminale;AB
Zacharie;12.65;35410;Terminale;AB
Denis;7.80;50620;Terminale;AB
Jake;10.40;56370;Terminale;P
Jimi;14.75;56680;Terminale;AB
Innocent;9.40;22410;Terminale;P
Christine;16.25;35230;Terminale;AB
Jonathon;13.35;35340;Terminale;AB
Uland;12.35;29800;Terminale;TB
Kay;8.75;35740;Terminale;AB
Jere;10.00;85170;Terminale;AB
Kodey;16.45;22410;Terminale;B
Corie;7.20;35700;Terminale;AB
Jonathon;17.10;29510;Terminale;B
Lucetta;14.80;85600;Terminale;TB
Forest;14.25;35760;Terminale;AB
Durward;5.95;29390;Terminale;AB
Careen;11.55;22810;1ère année d'études supérieures;AB
Marly;7.60;35310;Terminale;AB
Rhonda;6.60;35000;Terminale;AB
Thaddeus;17.75;22300;2nd année d'études supérieures;AB
Maynard;15.55;22120;Terminale;AB
Cole;8.75;22120;Terminale;P
Benjy;11.40;22600;Terminale;AB
Xerxes;10.15;22960;Terminale;P
Jamison;17.40;50300;Terminale;B
Kenith;11.60;35340;Terminale;AB
Hector;7.20;56800;Terminale;P
Dominic;11.75;22730;Terminale;B
Lloyd;12.90;35220;Terminale;AB
Van;15.40;29490;Terminale;P
Gladwyn;15.30;35500;Terminale;AB
Benson;11.80;22120;Terminale;AB
Maverick;11.35;35290;Terminale;AB
Pancras;13.95;29860;Terminale;AB
Jay;7.90;22190;Terminale;P
Toussaint;11.20;56260;Terminale;AB
Flip;15.85;56530;Terminale;B
Ike;8.40;35720;Terminale;B
Humphry;12.60;56230;Terminale;AB
Jerome;7.85;35132;Terminale;B
Lorin;10.65;35750;Terminale;B
Randall;7.70;49270;Terminale;P
Cleve;14.80;35360;Terminale;B
Beatrix;15.75;22300;Terminale;B
Moses;16.40;29400;Terminale;P
Estelle;12.05;29260;Terminale;AB
Beauregard;14.25;49300;1ère année d'études supérieures;P
Porter;14.20;22140;Terminale;AB
Terence;12.45;56130;Terminale;B
Telesphore;15.60;6650 ;Terminale;B
Egbert;15.50;22600;1ère année d'études supérieures;AB
Ern;8.65;56600;Terminale;B
Antony;10.90;22100;Terminale;P
Linton;5.60;35500;Terminale;B
Audrey;4.90;22300;Terminale;AB
Anson;15.00;35430;Terminale;B
Dudley;14.95;22100;Terminale;AB
Burt;10.65;22200;Terminale;P
Angie;12.00;56440;Terminale;AB
Jarvis;9.30;56700;Terminale;P
Shaun;14.30;22300;Terminale;B
Félicie;5.50;35750;Terminale;P
Irvine;11.85;35240;Terminale;AB
Wilfrid;11.60;35131;Terminale;AB
Bentley;10.30;22440;Terminale;B
Delroy;9.80;29380;Terminale;P
Montgomery;12.40;22820;Terminale;B
Joan;10.00;29460;Terminale;B
Edmund;8.70;35120;Terminale;P
Franck;9.55;35310;Terminale;AB
Topher;6.55;56240;Terminale;AB
Branden;10.70;29000;Terminale;AB
Kory;8.20;29850;Terminale;P
Kennith;17.35;22630;Terminale;AB
Dorthy;14.75;56300;Terminale;AB
Brice;8.90;72300;1ère année d'études supérieures;P
Donat;6.15;29000;Terminale;B
Marshal;16.60;22560;Terminale;B
Urban;10.15;22290;Terminale;B
Gwilherm;12.75;56920;Terminale;P
Rudy;8.70;22290;;P
Sly;14.45;35170;Terminale;P
Milo;15.60;35000;Terminale;B
Tybalt;14.75;22230;Terminale;AB
Arron;7.40;22120;Terminale;AB
Jarrett;9.90;44640;Terminale;AB
Philip;15.40;29100;Terminale;AB
Leroy;10.55;29600;Terminale;B
Royle;12.00;22000;Terminale;AB
Darden;16.75;29280;Terminale;P
Bret;16.70;61100;Terminale;AB
Chuck;8.50;22300;Terminale;AB
Brack;14.40;22400;Terminale;P
Chet;14.90;29800;Terminale;AB
Daniel;14.08;22540;Terminale;AB
Clément;9.75;;Terminale;AB
Jon;9.31;56850;Terminale;AB
Kolby;5.50;14340;Terminale;P
Thelonius;8.06;29120;Terminale;B
Kristia;5.50;29520;Terminale;P
Leopold;5.00;50490;1ère année d'études supérieures;P
Lovell;7.00;29120;Terminale;B
Wymond;12.94;29200;1ère année d'études supérieures;B
Earnest;12.44;22480;Terminale;AB
Edwyn;11.00;29860;Terminale;AB
Kristopher;12.33;56950;Terminale;AB
Jonathan;7.92;31880;Terminale;AB
Zach;7.50;29800;Terminale;AB
Randolf;8.67;35230;Terminale;P
James;16.00;22290;1ère année d'études supérieures;B
Winton;11.67;22570;1ère année d'études supérieures;TB
Gervaise;8.00;22300;Terminale;B
Denzel;9.92;29000;Terminale;P
Maximilien;6.67;85540;Terminale;AB
Clayton;16.11;29150;1ère année d'études supérieures;AB
Jérémie;14.22;22820;Terminale;B
Morley;14.00;35500;Terminale;AB
Bertram;13.33;29200;Terminale;AB
Gratien;8.00;49000;Terminale;P
Xaviar;14.67;29200;Terminale;AB
Reena;7.17;29870;Terminale;P
Timothée;17.33;22110;Terminale;B
Gladwyn;8.61;22590;Terminale;B
Eliott;11.44;49460;Terminale;AB
Brent;12.83;35250;1ère année d'études supérieures;AB
Dayton;9.00;29200;Terminale;B
Gil;7.47;29710;Terminale;AB
Lockie;18.50;29490;Terminale;TB
Woodrow;10.67;35137;Terminale;AB
Driskoll;8.19;35720;Terminale;AB
Stanford;12.00;22170;Terminale;B
Upton;6.47;29750;Terminale;AB
Lalo;7.89;29290;Terminale;AB
Matthieu;16.44;22100;Terminale;AB
Marquis;14.83;22440;Terminale;AB
Deangelo;6.17;29720;1ère année d'études supérieures;AB
Zachary;6.39;22200;Terminale;AB
Dustin;8.25;35160;Terminale;AB
Phillip;7.56;35133;Terminale;B
Deemer;13.00;22600;Terminale;P
Elric;16.33;29233;1ère année d'études supérieures;TB
Lorne;9.78;29710;Terminale;AB
Quin;10.19;35400;Terminale;P
Diodore;7.31;29200;Terminale;P
Maverick;8.50;22550;Terminale;B
Rainier;10.86;41000;Terminale;B
Lally;10.08;22170;Terminale;B
Al;15.08;56240;1ère année d'études supérieures;P
Annie;10.50;35170;1ère année d'études supérieures;TB
Mason;7.70;29200;Terminale;P
Donnie;6.55;56870;Terminale;AB
Sylvain;8.80;29500;Terminale;B
Fabrice;9.98;29800;Terminale;AB
Perry;7.13;35000;1ère année d'études supérieures;AB
Gene;10.65;29250;Terminale;AB
Leyton;8.27;22930;Terminale;P
Kipling;10.80;22470;2nd année d'études supérieures;P
Hewie;9.27;56120;Terminale;B
Felicity;9.65;85170;Terminale;AB
Maurine;8.92;22000;Terminale;B
Kolby;6.15;14340;Terminale;P
Landon;8.40;29233;Terminale;B
Kristia;8.57;29520;Terminale;P
Everard;5.30;22300;Terminale;AB
Trent;12.20;22300;;
Everett;6.98;22940;Terminale;B
Armel;11.83;22590;Terminale;AB
Gervase;9.27;56400;1ère année d'études supérieures;P
Piers;13.60;22400;Terminale;AB
Shaw;11.52;35890;Terminale;AB
Wiley;9.52;35740;Terminale;AB
Constant;8.33;22150;Terminale;P
Alban;4.90;22300;1ère année d'études supérieures;AB
Jeffrey;12.55;29830;Terminale;AB
Edison;8.15;35000;Terminale;P
Jacob;7.35;35870;Terminale;AB
Amédée;11.77;29800;Terminale;B
Nathan;8.78;22700;Terminale;B
Guiscard;11.98;35170;Terminale;AB
Kimball;8.98;50600;Terminale;AB
Zach;10.78;29800;Terminale;AB
Deon;7.88;29800;Terminale;B
Lovel;10.57;35450;Terminale;AB
Randolf;10.60;35230;Terminale;P
Shelley;15.98;29840;Terminale;TB
Lucienne;6.90;56140;Terminale;B
Wilbur;12.55;35800;Terminale;AB
Johnie;8.52;22440;Terminale;B
Van;8.48;29490;Terminale;P
Tel;9.20;22950;Terminale;AB
Jeff;8.90;22400;Terminale;AB
Gratien;7.17;49000;Terminale;P
Dawson;15.83;35131;1ère année d'études supérieures;TB
Floyd;13.53;29590;1ère année d'études supérieures;P
Dayton;9.92;29200;Terminale;B
Xavier;11.10;29170;Terminale;P
Lorn;8.82;22100;Terminale;B
Ike;4.93;35720;Terminale;B
Vincent;9.67;35200;Terminale;B
Pete;5.90;22300;1ère année d'études supérieures;AB
Kole;10.93;29190;Terminale;B
Joël;12.88;22730;Année préparatoire aux études supérieures;AB
Layton;13.98;35350;Terminale;B
Michel;9.73;29850;Terminale;P
Jérémie;13.92;22300;Terminale;TB
Bennett;13.57;22120;Terminale;B
Beauregard;5.52;49300;1ère année d'études supérieures;P
Félix;11.63;29000;Terminale;AB
Marin;9.97;56240;Terminale;P
Major;7.05;56190;Terminale;AB
Telesphore;4.90;6650 ;Terminale;B
Lori;18.33;29650;2nd année d'études supérieures;B
Gore;11.03;22700;1ère année d'études supérieures;AB
Elea;11.90;22220;Terminale;TB
Linton;4.08;35500;Terminale;B
York;8.63;56250;Terminale;P
Upton;8.65;29750;Terminale;AB
Félicie;5.10;35750;Terminale;P
Nicodème;8.00;22750;Terminale;AB
Michel;16.67;22300;Terminale;B
Deangelo;7.50;29720;1ère année d'études supérieures;AB
Zachary;7.92;22200;Terminale;AB
Montgomery;4.97;22820;Terminale;B
Justin;11.23;22120;Terminale;AB
Joscelin;8.92;29250;Terminale;P
Booker;12.00;56300;Terminale;P
Vinnie;6.78;35730;Terminale;AB
Quin;15.47;35400;Terminale;P
Brice;4.23;72300;1ère année d'études supérieures;P
Lanford;7.88;56440;1ère année d'études supérieures;B
Marion;10.52;35131;Terminale;AB
Odell;9.00;29170;Terminale;TB
Lorn;13.43;29000;Terminale;AB
Louie;9.68;35170;1ère année d'études supérieures;AB
Luann;5.20;29800;Terminale;B
Cole;3.92;22600;Terminale;P
Teale;11.75;56120;Terminale;B
Dax;6.43;35520;Terminale;P
Lally;14.58;22170;Terminale;B
Garey;7.53;35230;Terminale;P
Oz;16.25;22590;Terminale;B
Jermaine;6.30;29470;Terminale;AB
Charlot;8.38;29900;Terminale;TB
Lowell;7.25;29470;Terminale;P
Sébastienne;7.24;22250;Terminale;TB
Erica;7.57;29800;Terminale;B
Russell;9.67;56140;Terminale;AB
Leyton;15.11;22930;Terminale;P
Kipling;13.22;22470;2nd année d'études supérieures;P
Arden;7.43;35140;Terminale;AB
Jeannot;13.33;44230;Terminale;AB
Xavior;13.06;56100;Terminale;AB
Gil;14.67;22730;Terminale;AB
Zacharie;10.67;35410;Terminale;AB
Denis;12.33;50620;Terminale;AB
Jake;8.95;56370;Terminale;P
Jimi;14.38;56680;Terminale;AB
Innocent;13.19;22410;Terminale;P
Christine;14.33;35230;Terminale;AB
Jonathon;13.08;35340;Terminale;AB
Uland;12.33;29800;Terminale;TB
Kay;3.67;35740;Terminale;AB
Jere;10.24;85170;Terminale;AB
Kodey;18.62;22410;Terminale;B
Corie;12.33;35700;Terminale;AB
Jonathon;12.50;29510;Terminale;B
Lucetta;11.33;85600;Terminale;TB
Forest;14.17;35760;Terminale;AB
Durward;6.17;29390;Terminale;AB
Careen;10.26;22810;1ère année d'études supérieures;AB
Marly;13.93;35310;Terminale;AB
Rhonda;12.33;35000;Terminale;AB
Thaddeus;18.00;22300;2nd année d'études supérieures;AB
Maynard;10.50;22120;Terminale;AB
Cole;8.95;22120;Terminale;P
Benjy;12.92;22600;Terminale;AB
Xerxes;12.52;22960;Terminale;P
Jamison;14.50;50300;Terminale;B
Kenith;14.52;35340;Terminale;AB
Hector;10.17;56800;Terminale;P
Dominic;13.05;22730;Terminale;B
Lloyd;11.24;35220;Terminale;AB
Van;14.33;29490;Terminale;P
Gladwyn;10.17;35500;Terminale;AB
Benson;14.50;22120;Terminale;AB
Maverick;10.90;35290;Terminale;AB
Pancras;11.36;29860;Terminale;AB
Jay;7.33;22190;Terminale;P
Toussaint;8.57;56260;Terminale;AB
Flip;12.86;56530;Terminale;B
Ike;7.50;35720;Terminale;B
Humphry;6.43;56230;Terminale;AB
Jerome;6.75;35132;Terminale;B
Lorin;13.43;35750;Terminale;B
Randall;11.67;49270;Terminale;P
Cleve;15.52;35360;Terminale;B
Beatrix;12.17;22300;Terminale;B
Moses;16.92;29400;Terminale;P
Estelle;10.45;29260;Terminale;AB
Beauregard;13.29;49300;1ère année d'études supérieures;P
Porter;16.33;22140;Terminale;AB
Terence;11.67;56130;Terminale;B
Telesphore;17.33;6650 ;Terminale;B
Egbert;14.42;22600;1ère année d'études supérieures;AB
Ern;11.24;56600;Terminale;B
Antony;12.33;22100;Terminale;P
Linton;7.00;35500;Terminale;B
Audrey;5.62;22300;Terminale;AB
Anson;15.33;35430;Terminale;B
Dudley;11.95;22100;Terminale;AB
Burt;8.38;22200;Terminale;P
Angie;9.67;56440;Terminale;AB
Jarvis;9.92;56700;Terminale;P
Shaun;15.50;22300;Terminale;B
Félicie;13.92;35750;Terminale;P
Irvine;12.08;35240;Terminale;AB
Wilfrid;13.11;35131;Terminale;AB
Delroy;11.56;29380;Terminale;P
Montgomery;16.76;22820;Terminale;B
Joan;10.75;29460;Terminale;B
Edmund;10.14;35120;Terminale;P
Franck;6.83;35310;Terminale;AB
Topher;14.71;56240;Terminale;AB
Branden;12.88;29000;Terminale;AB
Kory;9.50;29850;Terminale;P
Kennith;18.10;22630;Terminale;AB
Dorthy;15.50;56300;Terminale;AB
Brice;12.79;72300;1ère année d'études supérieures;P
Donat;8.81;29000;Terminale;B
Marshal;17.25;22560;Terminale;B
Urban;9.25;22290;Terminale;B
Gwilherm;15.52;56920;Terminale;P
Rudy;14.14;22290;;P
Sly;9.00;35170;Terminale;P
Milo;13.00;35000;Terminale;B
Tybalt;12.25;22230;Terminale;AB
Arron;11.86;22120;Terminale;AB
Jarrett;9.83;44640;Terminale;AB
Philip;13.36;29100;Terminale;AB
Leroy;13.28;29600;Terminale;B
Royle;8.24;22000;Terminale;AB
Darden;17.52;29280;Terminale;P
Bret;12.92;61100;Terminale;AB
Chuck;7.50;22300;Terminale;AB
Brack;13.57;22400;Terminale;P
Chet;9.05;29800;Terminale;AB
Redd;9.25;22200;1ère année d'études supérieures;B
Daniel;15.67;22540;Terminale;AB
